"Markers"	"chrom"	"loc"
"708"	"Marker2335"	"2A"	122536
"709"	"Marker2463"	"2A"	122536
"710"	"Marker3390"	"2A"	122826
"711"	"Marker2336"	"2A"	123107
"712"	"Marker2853"	"2A"	123107
"713"	"Marker63"	"2A"	124808
"714"	"Marker1907"	"2A"	124808
"715"	"Marker778"	"2A"	127382
"716"	"Marker897"	"2A"	127382
"717"	"Marker898"	"2A"	127382
"718"	"Marker3397"	"2A"	128894
"719"	"Marker279"	"2A"	130891
"720"	"Marker768"	"2A"	131970
"721"	"Marker3579"	"2A"	131970
"722"	"Marker575"	"2A"	133142
"723"	"Marker2677"	"2A"	134750
"724"	"Marker1680"	"2A"	139351
"725"	"Marker2577"	"2A"	140944
"726"	"Marker2578"	"2A"	140944
"727"	"Marker953"	"2A"	141401
"728"	"Marker1886"	"2A"	141401
"729"	"Marker815"	"2A"	141655
"730"	"Marker3468"	"2A"	142355
"731"	"Marker1050"	"2A"	149648
"732"	"Marker3467"	"2A"	149648
"733"	"Marker2969"	"2A"	150115
"734"	"Marker2986"	"2A"	150288
"735"	"Marker3059"	"2A"	151292
"736"	"Marker130"	"2A"	151298
"737"	"Marker515"	"2B"	16880
"738"	"Marker3296"	"2B"	19156
"739"	"Marker3306"	"2B"	20606
"740"	"Marker1218"	"2B"	26478
"741"	"Marker968"	"2B"	38667
"742"	"Marker2291"	"2B"	38667
"743"	"Marker3428"	"2B"	41359
"744"	"Marker2958"	"2B"	42466
"745"	"Marker2959"	"2B"	42466
"746"	"Marker3589"	"2B"	42466
"747"	"Marker913"	"2B"	48540
"748"	"Marker3090"	"2B"	48540
"749"	"Marker2586"	"2B"	65008
"750"	"Marker753"	"2B"	65267
"751"	"Marker754"	"2B"	65267
"752"	"Marker1639"	"2B"	65267
"753"	"Marker755"	"2B"	65445
"754"	"Marker2597"	"2B"	65679
"755"	"Marker986"	"2B"	66196
"756"	"Marker987"	"2B"	66196
"757"	"Marker988"	"2B"	66196
"758"	"Marker3097"	"2B"	66196
"759"	"Marker2704"	"2B"	67072
"760"	"Marker845"	"2B"	67104
"761"	"Marker846"	"2B"	67104
"762"	"Marker1859"	"2B"	67540
"763"	"Marker496"	"2B"	71999
"764"	"Marker3419"	"2B"	71999
"765"	"Marker1037"	"2B"	74899
"766"	"Marker1935"	"2B"	79493
"767"	"Marker3484"	"2B"	79493
"768"	"Marker2947"	"2B"	79748
"769"	"Marker2948"	"2B"	79748
"770"	"Marker2697"	"2B"	80774
"771"	"Marker3003"	"2B"	80774
"772"	"Marker2066"	"2B"	83796
"773"	"Marker2628"	"2B"	83796
"774"	"Marker1783"	"2B"	84691
"775"	"Marker2426"	"2B"	85252
"776"	"Marker2805"	"2B"	87435
"777"	"Marker1031"	"2B"	88863
"778"	"Marker1179"	"2B"	88863
"779"	"Marker117"	"2B"	88863
"780"	"Marker2510"	"2B"	88863
"781"	"Marker314"	"2B"	88863
"782"	"Marker315"	"2B"	88863
"783"	"Marker1273"	"2B"	88929
"784"	"Marker1274"	"2B"	88929
"785"	"Marker1381"	"2B"	88929
"786"	"Marker2667"	"2B"	88929
"787"	"Marker247"	"2B"	88929
"788"	"Marker248"	"2B"	88929
"789"	"Marker3058"	"2B"	88929
"790"	"Marker631"	"2B"	89337
"791"	"Marker1631"	"2B"	89337
"792"	"Marker420"	"2B"	89637
"793"	"Marker1987"	"2B"	89637
"794"	"Marker1988"	"2B"	89637
"795"	"Marker3543"	"2B"	90242
"796"	"Marker1057"	"2B"	90971
"797"	"Marker1355"	"2B"	90971
"798"	"Marker2049"	"2B"	90971
"799"	"Marker2084"	"2B"	90971
"800"	"Marker2985"	"2B"	90971
"801"	"Marker2419"	"2B"	91102
"802"	"Marker2825"	"2B"	91102
"803"	"Marker355"	"2B"	92194
"804"	"Marker681"	"2B"	92571
"805"	"Marker172"	"2B"	92571
"806"	"Marker3308"	"2B"	93011
"807"	"Marker1683"	"2B"	93466
"808"	"Marker2171"	"2B"	93466
"809"	"Marker1082"	"2B"	93840
"810"	"Marker14"	"2B"	93840
"811"	"Marker2631"	"2B"	94651
"812"	"Marker1220"	"2B"	95147
"813"	"Marker1334"	"2B"	95147
"814"	"Marker2207"	"2B"	95147
"815"	"Marker358"	"2B"	95147
"816"	"Marker2625"	"2B"	95824
"817"	"Marker3572"	"2B"	95824
"818"	"Marker400"	"2B"	96135
"819"	"Marker413"	"2B"	96135
"820"	"Marker1429"	"2B"	96135
"821"	"Marker2234"	"2B"	96135
"822"	"Marker2738"	"2B"	96135
"823"	"Marker2981"	"2B"	96135
"824"	"Marker423"	"2B"	96987
"825"	"Marker447"	"2B"	96987
"826"	"Marker449"	"2B"	96987
"827"	"Marker60"	"2B"	96987
"828"	"Marker776"	"2B"	96987
"829"	"Marker943"	"2B"	96987
"830"	"Marker1100"	"2B"	96987
"831"	"Marker1551"	"2B"	96987
"832"	"Marker1552"	"2B"	96987
"833"	"Marker1869"	"2B"	96987
"834"	"Marker1913"	"2B"	96987
"835"	"Marker178"	"2B"	96987
"836"	"Marker216"	"2B"	96987
"837"	"Marker2593"	"2B"	96987
"838"	"Marker2872"	"2B"	96987
"839"	"Marker2910"	"2B"	96987
"840"	"Marker3015"	"2B"	96987
"841"	"Marker316"	"2B"	96987
"842"	"Marker319"	"2B"	96987
"843"	"Marker320"	"2B"	96987
"844"	"Marker3546"	"2B"	96987
"845"	"Marker426"	"2B"	97264
"846"	"Marker2997"	"2B"	97264
"847"	"Marker3435"	"2B"	97264
"848"	"Marker1765"	"2B"	97373
"849"	"Marker2024"	"2B"	97501
"850"	"Marker1125"	"2B"	98527
"851"	"Marker3256"	"2B"	98527
"852"	"Marker1648"	"2B"	99157
"853"	"Marker1652"	"2B"	99157
"854"	"Marker1953"	"2B"	99157
"855"	"Marker2361"	"2B"	99157
"856"	"Marker2828"	"2B"	99157
"857"	"Marker876"	"2B"	99160
"858"	"Marker1018"	"2B"	99160
"859"	"Marker1530"	"2B"	99160
"860"	"Marker1781"	"2B"	99160
"861"	"Marker1808"	"2B"	99160
"862"	"Marker2060"	"2B"	99160
"863"	"Marker2679"	"2B"	99160
"864"	"Marker2940"	"2B"	99160
"865"	"Marker3110"	"2B"	99160
"866"	"Marker3439"	"2B"	99160
"867"	"Marker1691"	"2B"	99272
"868"	"Marker814"	"2B"	99559
"869"	"Marker127"	"2B"	99559
"870"	"Marker1573"	"2B"	99559
"871"	"Marker155"	"2B"	99559
"872"	"Marker1826"	"2B"	99559
"873"	"Marker1921"	"2B"	99559
"874"	"Marker1979"	"2B"	99559
"875"	"Marker2073"	"2B"	99559
"876"	"Marker2166"	"2B"	99559
"877"	"Marker2351"	"2B"	99559
"878"	"Marker2352"	"2B"	99559
"879"	"Marker2359"	"2B"	99559
"880"	"Marker2360"	"2B"	99559
"881"	"Marker2515"	"2B"	99559
"882"	"Marker2559"	"2B"	99559
"883"	"Marker2592"	"2B"	99559
"884"	"Marker2694"	"2B"	99559
"885"	"Marker3167"	"2B"	99559
"886"	"Marker829"	"2B"	99731
"887"	"Marker1026"	"2B"	99731
"888"	"Marker1058"	"2B"	99731
"889"	"Marker1301"	"2B"	99731
"890"	"Marker1348"	"2B"	99731
"891"	"Marker133"	"2B"	99731
"892"	"Marker1641"	"2B"	99731
"893"	"Marker1649"	"2B"	99731
"894"	"Marker1993"	"2B"	99731
"895"	"Marker2167"	"2B"	99731
"896"	"Marker2257"	"2B"	99731
"897"	"Marker2356"	"2B"	99731
"898"	"Marker2573"	"2B"	99731
"899"	"Marker2598"	"2B"	99731
"900"	"Marker2621"	"2B"	99731
"901"	"Marker235"	"2B"	99731
"902"	"Marker236"	"2B"	99731
"903"	"Marker2684"	"2B"	99731
"904"	"Marker2769"	"2B"	99731
"905"	"Marker3017"	"2B"	99731
"906"	"Marker3048"	"2B"	99731
"907"	"Marker3128"	"2B"	99731
"908"	"Marker3317"	"2B"	99731
"909"	"Marker342"	"2B"	99731
"910"	"Marker3607"	"2B"	99731
"911"	"Marker877"	"2B"	99793
"912"	"Marker997"	"2B"	99793
"913"	"Marker1079"	"2B"	99793
"914"	"Marker1665"	"2B"	99793
"915"	"Marker1767"	"2B"	99793
"916"	"Marker1782"	"2B"	99793
"917"	"Marker2138"	"2B"	99793
"918"	"Marker2198"	"2B"	99793
"919"	"Marker2265"	"2B"	99793
"920"	"Marker2266"	"2B"	99793
"921"	"Marker2528"	"2B"	99793
"922"	"Marker2536"	"2B"	99793
"923"	"Marker2560"	"2B"	99793
"924"	"Marker2670"	"2B"	99793
"925"	"Marker2691"	"2B"	99793
"926"	"Marker2692"	"2B"	99793
"927"	"Marker3134"	"2B"	99793
"928"	"Marker304"	"2B"	99793
"929"	"Marker3212"	"2B"	99793
"930"	"Marker3242"	"2B"	99793
"931"	"Marker3259"	"2B"	99793
"932"	"Marker3593"	"2B"	99793
"933"	"Marker398"	"2B"	99803
"934"	"Marker445"	"2B"	99803
"935"	"Marker474"	"2B"	99803
"936"	"Marker580"	"2B"	99803
"937"	"Marker628"	"2B"	99803
"938"	"Marker758"	"2B"	99803
"939"	"Marker801"	"2B"	99803
"940"	"Marker76"	"2B"	99803
"941"	"Marker998"	"2B"	99803
"942"	"Marker1114"	"2B"	99803
"943"	"Marker1257"	"2B"	99803
"944"	"Marker1306"	"2B"	99803
"945"	"Marker1535"	"2B"	99803
"946"	"Marker1546"	"2B"	99803
"947"	"Marker1593"	"2B"	99803
"948"	"Marker1633"	"2B"	99803
"949"	"Marker1646"	"2B"	99803
"950"	"Marker1714"	"2B"	99803
"951"	"Marker1722"	"2B"	99803
"952"	"Marker1786"	"2B"	99803
"953"	"Marker1956"	"2B"	99803
"954"	"Marker2059"	"2B"	99803
"955"	"Marker2098"	"2B"	99803
"956"	"Marker2165"	"2B"	99803
"957"	"Marker2279"	"2B"	99803
"958"	"Marker2310"	"2B"	99803
"959"	"Marker2357"	"2B"	99803
"960"	"Marker2380"	"2B"	99803
"961"	"Marker2696"	"2B"	99803
"962"	"Marker2768"	"2B"	99803
"963"	"Marker2855"	"2B"	99803
"964"	"Marker289"	"2B"	99803
"965"	"Marker3143"	"2B"	99803
"966"	"Marker3190"	"2B"	99803
"967"	"Marker317"	"2B"	99803
"968"	"Marker343"	"2B"	99803
"969"	"Marker444"	"2B"	99868
"970"	"Marker899"	"2B"	99868
"971"	"Marker2362"	"2B"	99868
"972"	"Marker2775"	"2B"	99868
"973"	"Marker2286"	"2B"	101536
"974"	"Marker905"	"2B"	102225
"975"	"Marker1340"	"2B"	102225
"976"	"Marker2219"	"2B"	102225
"977"	"Marker2752"	"2B"	102225
"978"	"Marker642"	"2B"	102275
"979"	"Marker3050"	"2B"	102472
"980"	"Marker1616"	"2B"	103336
"981"	"Marker1617"	"2B"	103336
"982"	"Marker2638"	"2B"	103336
"983"	"Marker2799"	"2B"	104031
"984"	"Marker90"	"2B"	104390
"985"	"Marker2153"	"2B"	104390
"986"	"Marker2491"	"2B"	104390
"987"	"Marker3033"	"2B"	104390
"988"	"Marker511"	"2B"	105322
"989"	"Marker471"	"2B"	105908
"990"	"Marker878"	"2B"	105908
"991"	"Marker1249"	"2B"	105908
"992"	"Marker1250"	"2B"	105908
"993"	"Marker1854"	"2B"	105908
"994"	"Marker713"	"2B"	106563
"995"	"IWA5461"	"2B"	106563
"996"	"Marker2833"	"2B"	106563
"997"	"Marker900"	"2B"	107006
"998"	"Marker1842"	"2B"	107006
"999"	"Marker2428"	"2B"	107006
"1000"	"Marker2484"	"2B"	107006
"1001"	"Marker2485"	"2B"	107006
"1002"	"Marker3372"	"2B"	107006
"1003"	"Marker190"	"2B"	107396
"1004"	"Marker2438"	"2B"	107396
"1005"	"Marker2717"	"2B"	107486
"1006"	"Marker2194"	"2B"	107867
"1007"	"Marker1196"	"2B"	108038
"1008"	"Marker2436"	"2B"	108038
"1009"	"Marker2721"	"2B"	108038
"1010"	"Marker850"	"2B"	108453
"1011"	"Marker851"	"2B"	108453
"1012"	"Marker3600"	"2B"	108612
"1013"	"Marker1899"	"2B"	109136
"1014"	"Marker651"	"2B"	109245
"1015"	"Marker652"	"2B"	109245
"1016"	"Marker1597"	"2B"	109245
"1017"	"Marker509"	"2B"	109476
"1018"	"Marker931"	"2B"	109526
"1019"	"Marker1412"	"2B"	109526
"1020"	"Marker1900"	"2B"	109526
"1021"	"Marker1901"	"2B"	109526
"1022"	"Marker2170"	"2B"	109526
"1023"	"Marker2189"	"2B"	109526
"1024"	"Marker3385"	"2B"	109526
"1025"	"IWA8141"	"2B"	109526
"1026"	"Marker2044"	"2B"	109653
"1027"	"Marker1598"	"2B"	110873
"1028"	"Marker462"	"2B"	112946
"1029"	"Marker1764"	"2B"	113857
"1030"	"Marker1763"	"2B"	114094
"1031"	"Marker1083"	"2B"	114368
"1032"	"Marker2175"	"2B"	114568
"1033"	"Marker1479"	"2B"	114817
"1034"	"Marker3415"	"2B"	115535
"1035"	"Marker1175"	"2B"	115728
"1036"	"Marker994"	"2B"	115797
"1037"	"Marker2226"	"2B"	115797
"1038"	"Marker3437"	"2B"	115797
"1039"	"Marker395"	"2B"	115862
"1040"	"Marker1007"	"2B"	115959
"1041"	"Marker3530"	"2B"	119071
"1042"	"Marker3592"	"2B"	126143
"1043"	"Marker3612"	"2B"	126143
"1044"	"Marker2261"	"2B"	130618
"1045"	"Marker3094"	"2B"	130618
"1046"	"Marker229"	"2B"	133474
"1047"	"Marker494"	"2B"	140522
"1048"	"Marker632"	"2B"	147470
"1049"	"Marker2906"	"2B"	152590
"1050"	"Marker285"	"2B"	152590
"1051"	"Marker1775"	"2B"	153176
"1052"	"Marker2268"	"2B"	153176
"1053"	"Marker1347"	"2B"	154473
"1054"	"Marker1331"	"2B"	155290
"1055"	"IWA7456"	"2B"	155409
"1056"	"Marker2989"	"2B"	157214
"1057"	"Marker3460"	"2B"	157214
"1058"	"Marker697"	"2D"	3035
"1059"	"IWA1601"	"2D"	5910
"1060"	"Marker863"	"2D"	8520
"1061"	"Marker2095"	"2D"	8520
"1062"	"Marker381"	"2D"	19032
"1063"	"IWA547"	"2D"	25158
"1064"	"Marker365"	"2D"	28122
"1065"	"Marker1967"	"2D"	38251
"1066"	"Marker1344"	"2D"	38731
"1067"	"Marker967"	"2D"	39688
"1068"	"Marker973"	"2D"	40046
"1069"	"Marker249"	"2D"	40046
"1070"	"Marker78"	"2D"	41200
"1071"	"Marker51"	"2D"	44298
"1072"	"Marker723"	"2D"	47110
"1073"	"Marker2860"	"2D"	47110
"1074"	"Marker1213"	"2D"	50830
"1075"	"Marker3616"	"2D"	50830
"1076"	"Marker3619"	"2D"	50830
"1077"	"Marker2500"	"2D"	52111
"1078"	"Marker2122"	"2D"	55797
"1079"	"Marker406"	"2D"	60329
"1080"	"Marker2355"	"2D"	61647
"1081"	"Marker3576"	"2D"	75198
"1082"	"Marker64"	"2D"	76394
"1083"	"Marker1140"	"2D"	77805
"1084"	"Marker410"	"2D"	80408
"1085"	"Marker2330"	"2D"	80408
"1086"	"Marker2331"	"2D"	80408
"1087"	"Marker2544"	"2D"	80408
"1088"	"Marker3067"	"2D"	80408
"1089"	"Marker3382"	"2D"	80408
"1090"	"Marker3537"	"2D"	80408
"1091"	"Marker3560"	"2D"	82486
"1092"	"Marker3179"	"2D"	85975
"1093"	"Marker2975"	"2D"	103328
"1094"	"Marker870"	"3A"	15050
"1095"	"Marker2444"	"3A"	15524
"1096"	"Marker180"	"3A"	20736
"1097"	"Marker1112"	"3A"	26013
"1098"	"Marker1113"	"3A"	26013
"1099"	"Marker1228"	"3A"	26013
"1100"	"Marker3556"	"3A"	26013
"1101"	"Marker2682"	"3A"	35548
"1102"	"Marker1690"	"3A"	38389
"1103"	"Marker3490"	"3A"	38389
"1104"	"Marker3491"	"3A"	38389
"1105"	"Marker1843"	"3A"	47198
"1106"	"Marker812"	"3A"	59009
"1107"	"Marker813"	"3A"	59009
"1108"	"Marker3081"	"3A"	59009
"1109"	"Marker1443"	"3A"	73224
"1110"	"Marker1595"	"3A"	75575
"1111"	"Marker1884"	"3A"	77512
"1112"	"Marker1885"	"3A"	80614
"1113"	"Marker2067"	"3A"	81820
"1114"	"Marker2819"	"3A"	81820
"1115"	"Marker2252"	"3A"	82416
"1116"	"Marker3053"	"3A"	83854
"1117"	"Marker3303"	"3A"	83854
"1118"	"Marker2298"	"3A"	84777
"1119"	"Marker521"	"3A"	85386
"1120"	"Marker50"	"3A"	85386
"1121"	"Marker646"	"3A"	85386
"1122"	"Marker748"	"3A"	85386
"1123"	"Marker795"	"3A"	85386
"1124"	"Marker861"	"3A"	85386
"1125"	"Marker1307"	"3A"	85386
"1126"	"IWA4138"	"3A"	85386
"1127"	"Marker2178"	"3A"	85386
"1128"	"Marker2179"	"3A"	85386
"1129"	"Marker2429"	"3A"	85386
"1130"	"Marker2796"	"3A"	85386
"1131"	"Marker296"	"3A"	85386
"1132"	"IWA7245"	"3A"	85386
"1133"	"IWA7928"	"3A"	85386
"1134"	"Marker473"	"3A"	85728
"1135"	"Marker703"	"3A"	85728
"1136"	"Marker2773"	"3A"	85728
"1137"	"Marker2801"	"3A"	85728
"1138"	"Marker3309"	"3A"	85728
"1139"	"Marker614"	"3A"	86158
"1140"	"IWA2069"	"3A"	86158
"1141"	"Marker1012"	"3A"	86158
"1142"	"Marker1102"	"3A"	86158
"1143"	"Marker1123"	"3A"	86158
"1144"	"Marker1910"	"3A"	86158
"1145"	"Marker1950"	"3A"	86158
"1146"	"Marker2235"	"3A"	86158
"1147"	"Marker2425"	"3A"	86158
"1148"	"Marker2449"	"3A"	86158
"1149"	"IWA5616"	"3A"	86158
"1150"	"Marker2998"	"3A"	86158
"1151"	"Marker3431"	"3A"	86158
"1152"	"Marker3610"	"3A"	86158
"1153"	"Marker1470"	"3A"	86551
"1154"	"Marker551"	"3A"	86664
"1155"	"Marker862"	"3A"	86664
"1156"	"Marker1268"	"3A"	86664
"1157"	"Marker1269"	"3A"	86664
"1158"	"Marker1919"	"3A"	86664
"1159"	"Marker187"	"3A"	86664
"1160"	"Marker2217"	"3A"	86664
"1161"	"Marker2218"	"3A"	86664
"1162"	"Marker2307"	"3A"	86664
"1163"	"Marker2617"	"3A"	86664
"1164"	"Marker2781"	"3A"	86664
"1165"	"Marker3018"	"3A"	86664
"1166"	"Marker3046"	"3A"	86664
"1167"	"Marker3047"	"3A"	86664
"1168"	"Marker3211"	"3A"	86664
"1169"	"Marker3580"	"3A"	86664
"1170"	"Marker3170"	"3A"	87439
"1171"	"Marker1638"	"3A"	87781
"1172"	"Marker2750"	"3A"	87781
"1173"	"Marker389"	"3A"	88017
"1174"	"Marker528"	"3A"	88017
"1175"	"Marker561"	"3A"	88017
"1176"	"Marker608"	"3A"	88017
"1177"	"Marker655"	"3A"	88017
"1178"	"Marker777"	"3A"	88017
"1179"	"IWA2316"	"3A"	88017
"1180"	"Marker94"	"3A"	88017
"1181"	"Marker1118"	"3A"	88017
"1182"	"Marker1178"	"3A"	88017
"1183"	"Marker1405"	"3A"	88017
"1184"	"Marker1522"	"3A"	88017
"1185"	"Marker1609"	"3A"	88017
"1186"	"Marker1610"	"3A"	88017
"1187"	"Marker1686"	"3A"	88017
"1188"	"Marker2181"	"3A"	88017
"1189"	"Marker2184"	"3A"	88017
"1190"	"Marker2187"	"3A"	88017
"1191"	"Marker2546"	"3A"	88017
"1192"	"Marker3010"	"3A"	88017
"1193"	"Marker3112"	"3A"	88017
"1194"	"Marker22"	"3A"	88017
"1195"	"Marker3184"	"3A"	88017
"1196"	"Marker3232"	"3A"	88017
"1197"	"Marker3276"	"3A"	88017
"1198"	"Marker3370"	"3A"	88017
"1199"	"Marker3405"	"3A"	88017
"1200"	"Marker3444"	"3A"	88017
"1201"	"Marker3475"	"3A"	88017
"1202"	"Marker1754"	"3A"	89040
"1203"	"Marker3623"	"3A"	89040
"1204"	"Marker44"	"3A"	89225
"1205"	"Marker785"	"3A"	89225
"1206"	"Marker786"	"3A"	89225
"1207"	"Marker2388"	"3A"	89225
"1208"	"Marker2389"	"3A"	89225
"1209"	"Marker2390"	"3A"	89225
"1210"	"Marker2391"	"3A"	89225
"1211"	"Marker305"	"3A"	89225
"1212"	"Marker3597"	"3A"	89225
"1213"	"Marker504"	"3A"	89357
"1214"	"Marker2183"	"3A"	89357
"1215"	"Marker3373"	"3A"	89357
"1216"	"Marker3629"	"3A"	89357
"1217"	"Marker2537"	"3A"	89470
"1218"	"Marker2729"	"3A"	89470
"1219"	"Marker3557"	"3A"	89470
"1220"	"Marker736"	"3A"	89483
"1221"	"Marker1203"	"3A"	89483
"1222"	"Marker2283"	"3A"	89483
"1223"	"Marker2401"	"3A"	89483
"1224"	"Marker2640"	"3A"	89483
"1225"	"Marker3266"	"3A"	89483
"1226"	"Marker88"	"3A"	90312
"1227"	"Marker2688"	"3A"	90312
"1228"	"Marker3180"	"3A"	90312
"1229"	"Marker3222"	"3A"	90312
"1230"	"Marker573"	"3A"	90494
"1231"	"Marker609"	"3A"	90494
"1232"	"Marker647"	"3A"	90494
"1233"	"Marker1480"	"3A"	90494
"1234"	"Marker1717"	"3A"	90494
"1235"	"Marker2080"	"3A"	90494
"1236"	"Marker3013"	"3A"	90494
"1237"	"Marker412"	"3A"	90550
"1238"	"Marker43"	"3A"	90550
"1239"	"Marker680"	"3A"	90550
"1240"	"Marker936"	"3A"	90550
"1241"	"Marker86"	"3A"	90550
"1242"	"Marker1326"	"3A"	90550
"1243"	"Marker1718"	"3A"	90550
"1244"	"Marker1769"	"3A"	90550
"1245"	"Marker2376"	"3A"	90550
"1246"	"Marker2392"	"3A"	90550
"1247"	"Marker2516"	"3A"	90550
"1248"	"Marker2517"	"3A"	90550
"1249"	"Marker2758"	"3A"	90550
"1250"	"Marker3115"	"3A"	90550
"1251"	"Marker3398"	"3A"	90550
"1252"	"IWA1831"	"3A"	94519
"1253"	"Marker3075"	"3A"	95250
"1254"	"Marker538"	"3A"	98179
"1255"	"Marker1067"	"3A"	98694
"1256"	"Marker458"	"3A"	101005
"1257"	"Marker2903"	"3A"	101005
"1258"	"Marker1272"	"3A"	103309
"1259"	"Marker1738"	"3A"	104945
"1260"	"Marker3514"	"3A"	105054
"1261"	"Marker2151"	"3A"	105667
"1262"	"Marker2185"	"3A"	105667
"1263"	"Marker3040"	"3A"	105667
"1264"	"Marker3041"	"3A"	105667
"1265"	"Marker946"	"3A"	108897
"1266"	"Marker1497"	"3A"	108897
"1267"	"Marker1498"	"3A"	108897
"1268"	"Marker2278"	"3A"	108897
"1269"	"Marker2529"	"3A"	108897
"1270"	"Marker2530"	"3A"	108897
"1271"	"Marker2558"	"3A"	108897
"1272"	"IWA444"	"3A"	109224
"1273"	"IWA445"	"3A"	109224
"1274"	"Marker687"	"3A"	109946
"1275"	"Marker1485"	"3A"	109946
"1276"	"Marker1863"	"3A"	109946
"1277"	"Marker1864"	"3A"	109946
"1278"	"Marker1865"	"3A"	109946
"1279"	"Marker1872"	"3A"	109946
"1280"	"Marker2130"	"3A"	109946
"1281"	"Marker2456"	"3A"	109946
"1282"	"Marker2457"	"3A"	109946
"1283"	"Marker2751"	"3A"	109946
"1284"	"Marker3228"	"3A"	109946
"1285"	"Marker3300"	"3A"	109946
"1286"	"Marker3320"	"3A"	109946
"1287"	"Marker3321"	"3A"	111280
"1288"	"Marker258"	"3A"	111622
"1289"	"Marker730"	"3A"	113176
"1290"	"Marker731"	"3A"	113176
"1291"	"Marker739"	"3A"	113176
"1292"	"Marker740"	"3A"	113176
"1293"	"Marker2440"	"3A"	113176
"1294"	"Marker2526"	"3A"	113176
"1295"	"Marker2527"	"3A"	113176
"1296"	"Marker2913"	"3A"	113176
"1297"	"Marker3172"	"3A"	113176
"1298"	"Marker613"	"3A"	122682
"1299"	"Marker1288"	"3A"	123006
"1300"	"Marker2856"	"3A"	123006
"1301"	"Marker347"	"3A"	123006
"1302"	"Marker612"	"3A"	123053
"1303"	"Marker2334"	"3A"	123922
"1304"	"Marker3289"	"3A"	123922
"1305"	"Marker799"	"3A"	130173
"1306"	"Marker212"	"3A"	131338
"1307"	"Marker328"	"3A"	131338
"1308"	"Marker364"	"3A"	131338
"1309"	"Marker800"	"3A"	131554
"1310"	"Marker2812"	"3A"	141544
"1311"	"Marker3160"	"3A"	149487
"1312"	"Marker498"	"3A"	158356
"1313"	"Marker156"	"3A"	159671
"1314"	"Marker27"	"3A"	161332
"1315"	"Marker28"	"3A"	161332
"1316"	"Marker1174"	"3A"	177242
"1317"	"Marker1504"	"3A"	177242
"1318"	"Marker1505"	"3A"	177242
"1319"	"Marker243"	"3A"	182545
"1320"	"Marker1315"	"3A"	188378
"1321"	"Marker2150"	"3A"	188378
"1322"	"Marker2842"	"3B"	10884
"1323"	"Marker2329"	"3B"	11559
"1324"	"Marker872"	"3B"	14105
"1325"	"Marker2126"	"3B"	20135
"1326"	"Marker2443"	"3B"	20668
"1327"	"Marker3302"	"3B"	31535
"1328"	"Marker805"	"3B"	34200
"1329"	"Marker3562"	"3B"	37288
"1330"	"Marker3596"	"3B"	56128
"1331"	"Marker1304"	"3B"	57238
"1332"	"Marker3016"	"3B"	57238
"1333"	"Marker2760"	"3B"	59779
"1334"	"Marker1590"	"3B"	60251
"1335"	"Marker2008"	"3B"	61639
"1336"	"Marker2144"	"3B"	61639
"1337"	"Marker306"	"3B"	61639
"1338"	"Marker307"	"3B"	61639
"1339"	"Marker144"	"3B"	61894
"1340"	"Marker2397"	"3B"	61894
"1341"	"Marker2847"	"3B"	61894
"1342"	"Marker536"	"3B"	61909
"1343"	"Marker969"	"3B"	61909
"1344"	"Marker1410"	"3B"	61909
"1345"	"Marker725"	"3B"	62311
"1346"	"Marker1731"	"3B"	62311
"1347"	"Marker1874"	"3B"	62311
"1348"	"Marker1930"	"3B"	62311
"1349"	"Marker2101"	"3B"	62311
"1350"	"Marker2508"	"3B"	62311
"1351"	"Marker2776"	"3B"	62311
"1352"	"Marker516"	"3B"	62569
"1353"	"Marker517"	"3B"	62569
"1354"	"Marker712"	"3B"	62569
"1355"	"Marker66"	"3B"	62569
"1356"	"Marker826"	"3B"	62569
"1357"	"Marker1076"	"3B"	62569
"1358"	"Marker1077"	"3B"	62569
"1359"	"Marker129"	"3B"	62569
"1360"	"Marker1618"	"3B"	62569
"1361"	"Marker1739"	"3B"	62569
"1362"	"Marker2669"	"3B"	62569
"1363"	"Marker2678"	"3B"	62569
"1364"	"Marker2756"	"3B"	62569
"1365"	"Marker2763"	"3B"	62569
"1366"	"Marker2956"	"3B"	62569
"1367"	"Marker3569"	"3B"	62569
"1368"	"Marker3595"	"3B"	62569
"1369"	"Marker1587"	"3B"	62666
"1370"	"Marker2689"	"3B"	62666
"1371"	"Marker2748"	"3B"	62666
"1372"	"Marker277"	"3B"	62666
"1373"	"Marker3158"	"3B"	62666
"1374"	"Marker114"	"3B"	63837
"1375"	"Marker1225"	"3B"	63962
"1376"	"Marker2070"	"3B"	63962
"1377"	"Marker1005"	"3B"	64047
"1378"	"Marker2648"	"3B"	64592
"1379"	"Marker2572"	"3B"	64749
"1380"	"Marker2353"	"3B"	64787
"1381"	"Marker2354"	"3B"	64787
"1382"	"Marker440"	"3B"	65554
"1383"	"Marker2408"	"3B"	65554
"1384"	"Marker2550"	"3B"	65554
"1385"	"Marker2618"	"3B"	65554
"1386"	"Marker2619"	"3B"	65554
"1387"	"Marker2626"	"3B"	65554
"1388"	"Marker2905"	"3B"	65554
"1389"	"Marker321"	"3B"	65554
"1390"	"Marker79"	"3B"	65707
"1391"	"Marker80"	"3B"	65722
"1392"	"Marker1006"	"3B"	66627
"1393"	"Marker2720"	"3B"	66782
"1394"	"Marker356"	"3B"	66782
"1395"	"Marker508"	"3B"	67455
"1396"	"Marker934"	"3B"	67455
